OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY,DIABETES_ADJRATE,DIABETES_L95CI,DIABETES_U95CI,DIABETES_STATEADJRATE,DIABETES_SL95CI,DIABETES_SU95CI,DIABETES_DISPLAY,HD_ADJRATE,HD_L95CI,HD_U95CI,HD_STATEADJRATE,HD_SL95CI,HD_SU95CI,HD_DISPLAY,LWB_ADJRATE,LWB_L95CI,LWB_U95CI,LWB_STATEADJRATE,LWB_SL95CI,LWB_SU95CI,LWB_DISPLAY,TF_ADJRATE,TF_L95CI,TF_U95CI,TF_STATEADJRATE,TF_SL95CI,TF_SU95CI,TF_DISPLAY,MVA_ADJRATE,MVA_L95CI,MVA_U95CI,MVA_STATEADJRATE,MVA_SL95CI,MVA_SU95CI,MVA_DISPLAY,SUICIDE_ADJRATE,SUICIDE_L95CI,SUICIDE_U95CI,SUICIDE_STATEADJRATE,SUICIDE_SL95CI,SUICIDE_SU95CI,SUICIDE_DISPLAY,INFLUENZA_ADJRATE,INFLUENZA_L95CI,INFLUENZA_U95CI,INFLUENZA_STATEADJRATE,INFLUENZA_SL95CI,INFLUENZA_SU95CI,INFLUENZA_DISPLAY,POD_DEATH_ADJRATE,POD_DEATH_L95CI,POD_DEATH_U95CI,POD_DEATH_STATEADJRATE,POD_DEATH_STATEL95CI,POD_DEATH_STATEU95CI,POD_DISPLAY
42,08037000503,648.54,467,830.07,619.91,617,622.82,"Census Tract 5.03, Eagle County, Colorado",EAGLE,Not Different Than State Average,1511.44,1231.24,1791.63,1281.52,1277.48,1285.56,Not Different Than State Average,60.97,37.14,90.66,127.12,125.8,128.44,Lower Than State Average,6.98,4.28,9.67,7.43,7.34,7.52,Not Different Than State Average,14.74,5.88,27.52,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,28.4,13.07,49.6,20.68,20.15,21.22,Not Different Than State Average,60.83,37.04,90.49,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
43,08037000100,320.87,185.89,455.85,619.91,617,622.82,"Census Tract 1, Eagle County, Colorado",EAGLE,Lower Than State Average,699.67,410,989.34,1281.52,1277.48,1285.56,Lower Than State Average,49.35,11.57,113.35,127.12,125.8,128.44,Lower Than State Average,8.33,3.67,14.66,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,56.13,14.97,123.52,20.68,20.15,21.22,Not Different Than State Average,,,,54.87,54,55.75,No Events or Data Suppressed,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
44,08037000600,292.02,137.73,446.32,619.91,617,622.82,"Census Tract 6, Eagle County, Colorado",EAGLE,Lower Than State Average,895.34,617.68,1173.01,1281.52,1277.48,1285.56,Lower Than State Average,124.56,56.51,219.1,127.12,125.8,128.44,Not Different Than State Average,5.56,1.09,13.16,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,,,,54.87,54,55.75,No Events or Data Suppressed,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
45,08037000200,286.64,222.27,351.01,619.91,617,622.82,"Census Tract 2, Eagle County, Colorado",EAGLE,Lower Than State Average,721.71,611.02,832.39,1281.52,1277.48,1285.56,Lower Than State Average,38.78,9.86,67.7,127.12,125.8,128.44,Lower Than State Average,6.24,4.18,8.3,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,15.41,5.37,30.6,20.68,20.15,21.22,Not Different Than State Average,31.91,16.34,52.64,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
46,08045951901,296.1,226.18,366.02,619.91,617,622.82,"Census Tract 9519.01, Garfield County, Colorado",GARFIELD,Lower Than State Average,1179.24,912.43,1446.06,1281.52,1277.48,1285.56,Not Different Than State Average,434.96,215.86,654.06,127.12,125.8,128.44,Higher Than State Average,7.06,4.34,9.78,7.43,7.34,7.52,Not Different Than State Average,3.61,0.68,8.84,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,21.33,7,43.44,20.68,20.15,21.22,Not Different Than State Average,44.1,21.8,74.19,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
47,08045951701,267.79,190.15,345.43,619.91,617,622.82,"Census Tract 9517.01, Garfield County, Colorado",GARFIELD,Lower Than State Average,785.78,637.65,933.91,1281.52,1277.48,1285.56,Lower Than State Average,129.86,65.88,193.84,127.12,125.8,128.44,Not Different Than State Average,10.53,6.54,14.51,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,19,4.89,42.34,20.68,20.15,21.22,Not Different Than State Average,26.61,9.06,53.38,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
48,08045951902,411.56,337.79,485.32,619.91,617,622.82,"Census Tract 9519.02, Garfield County, Colorado",GARFIELD,Lower Than State Average,808.07,703.76,912.37,1281.52,1277.48,1285.56,Lower Than State Average,97.64,59.49,135.79,127.12,125.8,128.44,Not Different Than State Average,8.06,5.46,10.65,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,17.09,6.24,33.28,10.87,10.49,11.26,Not Different Than State Average,30.67,15.23,51.45,20.68,20.15,21.22,Not Different Than State Average,58,28.49,87.52,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
49,08045951702,548.48,431.64,665.32,619.91,617,622.82,"Census Tract 9517.02, Garfield County, Colorado",GARFIELD,Not Different Than State Average,1703.82,1504.92,1902.73,1281.52,1277.48,1285.56,Higher Than State Average,150.38,87.04,213.73,127.12,125.8,128.44,Not Different Than State Average,10.81,6.34,15.29,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,26.86,7.44,58.36,20.68,20.15,21.22,Not Different Than State Average,80.61,33.57,127.64,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
50,08045952001,409.38,324.49,494.28,619.91,617,622.82,"Census Tract 9520.01, Garfield County, Colorado",GARFIELD,Lower Than State Average,1166.39,1023.68,1309.09,1281.52,1277.48,1285.56,Not Different Than State Average,80.58,41.54,119.62,127.12,125.8,128.44,Lower Than State Average,7.63,5.23,10.02,7.43,7.34,7.52,Not Different Than State Average,18.05,7.93,28.16,7.01,6.78,7.24,Higher Than State Average,16.29,4.58,35.17,10.87,10.49,11.26,Not Different Than State Average,22.09,7.87,43.49,20.68,20.15,21.22,Not Different Than State Average,102.26,57.13,147.39,54.87,54,55.75,Higher Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
51,08045952002,469.27,397.49,541.05,619.91,617,622.82,"Census Tract 9520.02, Garfield County, Colorado",GARFIELD,Lower Than State Average,1416.46,1274.33,1558.59,1281.52,1277.48,1285.56,Not Different Than State Average,216.52,159.26,273.79,127.12,125.8,128.44,Higher Than State Average,7.34,5.23,9.45,7.43,7.34,7.52,Not Different Than State Average,73.17,37.52,108.82,7.01,6.78,7.24,Higher Than State Average,26.18,13.13,43.7,10.87,10.49,11.26,Higher Than State Average,32.88,12.54,53.22,20.68,20.15,21.22,Not Different Than State Average,43.86,18.13,69.6,54.87,54,55.75,Not Different Than State Average,9.57,2.56,21.05,9.25,8.89,9.6,Not Different Than State Average
52,08045951803,251.63,187.74,315.53,619.91,617,622.82,"Census Tract 9518.03, Garfield County, Colorado",GARFIELD,Lower Than State Average,465.89,362.05,569.72,1281.52,1277.48,1285.56,Lower Than State Average,128.05,76.19,179.92,127.12,125.8,128.44,Not Different Than State Average,6.85,4.09,9.62,7.43,7.34,7.52,Not Different Than State Average,26.67,9.71,51.69,7.01,6.78,7.24,Higher Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,17.49,5.99,35.01,20.68,20.15,21.22,Not Different Than State Average,78.22,40.3,116.14,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
53,08045951804,328.4,248.94,407.87,619.91,617,622.82,"Census Tract 9518.04, Garfield County, Colorado",GARFIELD,Lower Than State Average,435.37,351.37,519.36,1281.52,1277.48,1285.56,Lower Than State Average,89.27,51.75,126.78,127.12,125.8,128.44,Not Different Than State Average,5.79,2.93,9.55,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,20.02,5.84,42.67,10.87,10.49,11.26,Not Different Than State Average,13.26,2.5,32.48,20.68,20.15,21.22,Not Different Than State Average,50.85,18.09,83.61,54.87,54,55.75,Not Different Than State Average,22.03,6.95,45.59,9.25,8.89,9.6,Not Different Than State Average
54,08045951802,308.91,200.68,417.14,619.91,617,622.82,"Census Tract 9518.02, Garfield County, Colorado",GARFIELD,Lower Than State Average,816.71,576.21,1057.21,1281.52,1277.48,1285.56,Lower Than State Average,271.39,204.9,347.18,127.12,125.8,128.44,Higher Than State Average,3.16,1.37,5.67,7.43,7.34,7.52,Lower Than State Average,6.9,1.31,16.84,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,24.67,7.87,50.82,20.68,20.15,21.22,Not Different Than State Average,91.72,8.3,175.14,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
55,08045952100,483.95,410.15,557.75,619.91,617,622.82,"Census Tract 9521, Garfield County, Colorado",GARFIELD,Lower Than State Average,1104.47,995.76,1213.19,1281.52,1277.48,1285.56,Lower Than State Average,168.27,123.12,213.43,127.12,125.8,128.44,Not Different Than State Average,6.75,4.53,8.97,7.43,7.34,7.52,Not Different Than State Average,9.93,3.95,18.58,7.01,6.78,7.24,Not Different Than State Average,9.68,2.05,22.94,10.87,10.49,11.26,Not Different Than State Average,18.11,6.64,35.22,20.68,20.15,21.22,Not Different Than State Average,39.55,18.3,60.81,54.87,54,55.75,Not Different Than State Average,9.52,1.98,22.69,9.25,8.89,9.6,Not Different Than State Average
56,08067970704,433.52,308.89,558.16,619.91,617,622.82,"Census Tract 9707.04, La Plata County, Colorado",LA PLATA,Lower Than State Average,476.9,387.54,566.26,1281.52,1277.48,1285.56,Lower Than State Average,92,53.37,130.63,127.12,125.8,128.44,Not Different Than State Average,8.8,4.49,14.37,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,17.81,4.07,41.26,20.68,20.15,21.22,Not Different Than State Average,15.68,3.08,37.98,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
57,08067970703,330.51,263.7,397.32,619.91,617,622.82,"Census Tract 9707.03, La Plata County, Colorado",LA PLATA,Lower Than State Average,430.73,360.02,501.43,1281.52,1277.48,1285.56,Lower Than State Average,78.9,52.66,105.13,127.12,125.8,128.44,Lower Than State Average,6.51,3.75,9.28,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,13.63,3.65,29.97,10.87,10.49,11.26,Not Different Than State Average,24.69,10.16,45.58,20.68,20.15,21.22,Not Different Than State Average,35.84,17.68,60.36,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
58,08067970701,208.67,148,269.35,619.91,617,622.82,"Census Tract 9707.01, La Plata County, Colorado",LA PLATA,Lower Than State Average,306.66,234.46,378.87,1281.52,1277.48,1285.56,Lower Than State Average,95.77,52.78,138.76,127.12,125.8,128.44,Not Different Than State Average,5.31,2.68,8.77,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,16.06,4.19,35.62,20.68,20.15,21.22,Not Different Than State Average,17,4.68,37.01,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
59,08067940300,430.07,357.59,502.55,619.91,617,622.82,"Census Tract 9403, La Plata County, Colorado",LA PLATA,Lower Than State Average,1225.58,1110.2,1340.96,1281.52,1277.48,1285.56,Not Different Than State Average,149.66,103.56,195.75,127.12,125.8,128.44,Not Different Than State Average,7.84,4.62,11.05,7.43,7.34,7.52,Not Different Than State Average,24.14,9.66,44.91,7.01,6.78,7.24,Higher Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,30.52,14.36,52.71,20.68,20.15,21.22,Not Different Than State Average,50.61,26.55,74.66,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
60,08097000500,181.33,109.35,253.32,619.91,617,622.82,"Census Tract 5, Pitkin County, Colorado",PITKIN,Lower Than State Average,110.74,55.94,165.53,1281.52,1277.48,1285.56,Lower Than State Average,0,0,0,127.12,125.8,128.44,No Events or Data Suppressed,5.21,1.69,10.52,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,25.19,5.72,58.47,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
61,08097000401,288.82,194.71,382.92,619.91,617,622.82,"Census Tract 4.01, Pitkin County, Colorado",PITKIN,Lower Than State Average,229.43,175.43,283.43,1281.52,1277.48,1285.56,Lower Than State Average,52.63,24.84,80.42,127.12,125.8,128.44,Lower Than State Average,6.41,3.12,10.77,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,12.56,2.37,30.79,20.68,20.15,21.22,Not Different Than State Average,85.06,52.11,126.04,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
62,08097000402,246.95,156.93,336.96,619.91,617,622.82,"Census Tract 4.02, Pitkin County, Colorado",PITKIN,Lower Than State Average,113.88,54.97,172.78,1281.52,1277.48,1285.56,Lower Than State Average,48.2,19.2,90.33,127.12,125.8,128.44,Lower Than State Average,8.75,3.59,15.88,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,,,,54.87,54,55.75,No Events or Data Suppressed,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
63,08097000100,252.69,194.83,310.55,619.91,617,622.82,"Census Tract 1, Pitkin County, Colorado",PITKIN,Lower Than State Average,354.61,295.06,414.17,1281.52,1277.48,1285.56,Lower Than State Average,64,36.89,91.11,127.12,125.8,128.44,Lower Than State Average,5.45,2.93,7.97,7.43,7.34,7.52,Not Different Than State Average,5.04,1.82,9.86,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,21.29,9.04,38.69,20.68,20.15,21.22,Not Different Than State Average,27.08,10.69,43.47,54.87,54,55.75,Lower Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
64,08117000402,274.09,199.68,348.51,619.91,617,622.82,"Census Tract 4.02, Summit County, Colorado",SUMMIT,Lower Than State Average,223.05,166.82,279.28,1281.52,1277.48,1285.56,Lower Than State Average,15.69,4.73,33.02,127.12,125.8,128.44,Lower Than State Average,7.69,3.67,11.71,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,55.32,31.95,85.06,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
65,08117000401,106.62,61.62,151.63,619.91,617,622.82,"Census Tract 4.01, Summit County, Colorado",SUMMIT,Lower Than State Average,149.72,49.19,250.24,1281.52,1277.48,1285.56,Lower Than State Average,116.17,74.42,167.18,127.12,125.8,128.44,Not Different Than State Average,11.11,6.73,15.49,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,26.58,9.02,53.4,10.87,10.49,11.26,Not Different Than State Average,12.93,2.08,33.05,20.68,20.15,21.22,Not Different Than State Average,42.64,19.16,75.38,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
66,08117000100,112.73,82.58,142.89,619.91,617,622.82,"Census Tract 1, Summit County, Colorado",SUMMIT,Lower Than State Average,282.82,215.13,350.52,1281.52,1277.48,1285.56,Lower Than State Average,56.41,17.87,94.96,127.12,125.8,128.44,Lower Than State Average,12.53,9.18,15.88,7.43,7.34,7.52,Higher Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,5.19,0.58,14.41,10.87,10.49,11.26,Not Different Than State Average,15.79,6.03,30.16,20.68,20.15,21.22,Not Different Than State Average,,,,54.87,54,55.75,No Events or Data Suppressed,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
67,08117000200,331.9,267.18,396.63,619.91,617,622.82,"Census Tract 2, Summit County, Colorado",SUMMIT,Lower Than State Average,335.43,271.62,399.23,1281.52,1277.48,1285.56,Lower Than State Average,61.7,20.27,103.12,127.12,125.8,128.44,Lower Than State Average,10.41,7.28,13.54,7.43,7.34,7.52,Not Different Than State Average,4.42,1.4,9.13,7.01,6.78,7.24,Not Different Than State Average,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,17.17,6.56,32.79,20.68,20.15,21.22,Not Different Than State Average,41.96,23.96,64.96,54.87,54,55.75,Not Different Than State Average,9.17,2.09,21.27,9.25,8.89,9.6,Not Different Than State Average
68,08117000300,290.94,216.2,365.67,619.91,617,622.82,"Census Tract 3, Summit County, Colorado",SUMMIT,Lower Than State Average,215.35,155.91,274.78,1281.52,1277.48,1285.56,Lower Than State Average,23.03,7.45,47.18,127.12,125.8,128.44,Lower Than State Average,15.38,8.45,22.32,7.43,7.34,7.52,Higher Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,25.71,9,50.98,54.87,54,55.75,Lower Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
69,08067971100,580.65,471.64,689.65,619.91,617,622.82,"Census Tract 9711, La Plata County, Colorado",LA PLATA,Not Different Than State Average,1269.14,1105.46,1432.81,1281.52,1277.48,1285.56,Not Different Than State Average,182.99,112.38,253.59,127.12,125.8,128.44,Not Different Than State Average,8.2,4.22,12.17,7.43,7.34,7.52,Not Different Than State Average,35.29,12.9,68.17,7.01,6.78,7.24,Higher Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,10.31,1.16,28.57,20.68,20.15,21.22,Not Different Than State Average,51.71,25.57,86.96,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
70,08067971000,353.73,251.56,455.9,619.91,617,622.82,"Census Tract 9710, La Plata County, Colorado",LA PLATA,Lower Than State Average,609.32,457.28,761.37,1281.52,1277.48,1285.56,Lower Than State Average,107.02,51.02,163.02,127.12,125.8,128.44,Not Different Than State Average,6.38,2.96,10.99,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,25.13,6.76,55.14,10.87,10.49,11.26,Not Different Than State Average,30.6,9.73,63.13,20.68,20.15,21.22,Not Different Than State Average,24.63,6.5,54.41,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
71,08067970900,263.85,192.37,335.33,619.91,617,622.82,"Census Tract 9709, La Plata County, Colorado",LA PLATA,Lower Than State Average,376.29,295.73,456.86,1281.52,1277.48,1285.56,Lower Than State Average,115.57,73.65,157.48,127.12,125.8,128.44,Not Different Than State Average,5.75,2.51,10.22,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,16.04,3.35,38.21,10.87,10.49,11.26,Not Different Than State Average,,,,20.68,20.15,21.22,No Events or Data Suppressed,34.44,13.64,64.72,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
72,08067970800,267.07,204.77,329.37,619.91,617,622.82,"Census Tract 9708, La Plata County, Colorado",LA PLATA,Lower Than State Average,505.64,420.8,590.47,1281.52,1277.48,1285.56,Lower Than State Average,158.98,113.21,204.75,127.12,125.8,128.44,Not Different Than State Average,4.07,1.87,7.07,7.43,7.34,7.52,Lower Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,19.49,7.73,36.6,20.68,20.15,21.22,Not Different Than State Average,41.87,23.39,65.69,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
73,08067940400,288.81,226.66,350.97,619.91,617,622.82,"Census Tract 9404, La Plata County, Colorado",LA PLATA,Lower Than State Average,576.91,492.56,661.26,1281.52,1277.48,1285.56,Lower Than State Average,134.37,91.83,176.9,127.12,125.8,128.44,Not Different Than State Average,5.75,2.92,8.57,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,20.98,7.68,40.82,10.87,10.49,11.26,Not Different Than State Average,31.76,14.64,55.42,20.68,20.15,21.22,Not Different Than State Average,38.34,15.64,61.04,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
